area;mh;ind;bird_feaces;mammal_feaces;bird_seeds;mammal_seeds;total_seeds;sampled_area_m2;density_raw;seed_density_m2;focal_point;x;y;random_drop
SABOJI;OA;OT15M8;5;0;10;0;10;1;10;10;YES;-6.513536772;36.99542163;no
SABOJI;OA;OT15M9;1;0;2;0;2;1;2;2;YES;-6.5135097;36.99543003;no
SABOJI;OA;OT15M2;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M7;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M11;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M12;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M20;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M24;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M25;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M26;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M27;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M28;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M29;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M30;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M31;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M32;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M33;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M34;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M35;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M36;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M37;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M38;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M39;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M40;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M41;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M42;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M43;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M44;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M45;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M46;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M47;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M48;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M49;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
SABOJI;OA;OT15M50;0;0;0;0;0;1;0;0;YES;-6.513490101;36.99531347;no
